"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","GENDER","GENDER_DESCRIPTION","NUMBER_TARGET","UNPOP","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_UNKNOWN","N_VACC_BOOSTER_DOSE","PARTIALLY_VACCINATED","NOT_VACCINATED","NOT_VACCINATED_BY_UNPOP","PERSONS_VACCINATED_1PLUS_DOSE_PER100","TOTAL_VACCINATIONS_PER100","COMMENTS"
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,16695114,4188320,2299191,NA,NA,1889129,NA,12506794,25.0871003336665,13.7716400139586,NA
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,16780756,4537347,2490790,NA,NA,2046557,NA,12243409,27.038990376834,14.8431334082922,NA
"GIN","Guinea","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,6854020,745371,312103,NA,NA,433268,NA,6108649,10.8749463818314,4.55357585767185,NA
"GIN","Guinea","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,7005320,546990,202798,NA,NA,344192,NA,6458330,7.80820861859273,2.89491415095956,NA
"GMB","Gambia","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,1346335,144823,137420,NA,NA,7403,NA,1201512,10.756832437692,10.206969290704,NA
"GMB","Gambia","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,1359657,185204,179467,NA,NA,5737,NA,1174453,13.6213765677667,13.1994319155493,NA
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,1039860,294826,NA,0,879,294826,NA,745034,28.3524705248783,NA,"os resultados por sexo e por dose nao esta disifrados no aplicativo cobo collect "
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,1065706,268630,NA,0,NA,268630,NA,797076,25.2067643421356,NA,NA
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",0,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"GNQ","Equatorial Guinea","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,883926,137305,111483,NA,NA,25822,NA,746621,15.5335401379754,12.6122548720142,NA
"GNQ","Equatorial Guinea","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,790982,114169,92698,NA,NA,21471,NA,676813,14.4338303526503,11.7193564455323,NA
"GRD","Grenada","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,62356,20023,14308,NA,NA,5715,NA,42333,32.1107832445955,22.9456668163449,NA
"GRD","Grenada","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,62254,20023,14308,NA,NA,5715,NA,42231,32.1633951232049,22.9832621197032,NA
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",7266854,8830909,3992227,3044892,NA,1458407,947335,3274627,4838682,45.2074299486044,34.4799385884284,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",7586153,9012999,4724412,3788284,NA,2002996,936128,2861741,4288587,52.4177579515986,42.0313371831063,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4444"
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,3450369,3101000,2994000,0,2241400,107000,NA,349369,89.8744453129506,86.7733277223393,NA
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,4038496,3714000,3594800,0,2695400,119200,NA,324496,91.9649295183157,89.013335657631,NA
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"HTI","Haiti","AMR","LACRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,5672850,55032,32561,NA,NA,22471,NA,5617818,0.970094396996219,0.573979569352266,NA
"HTI","Haiti","AMR","LACRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,5774718,62271,33769,NA,NA,28502,NA,5712447,1.07833837080876,0.584773143900706,NA
"HTI","Haiti","AMR","LACRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,138703277,99807683,82508378,NA,28819134,17299305,NA,38895594,71.9576964284701,59.4855289540131,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,136798063,101736183,87849292,NA,31994465,13886891,NA,35061880,74.3696078503685,64.2182280022488,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",710,726503429,NA,NA,NA,NA,NA,NA,NA,NA,NA,"568"
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",660,681060412,NA,NA,NA,NA,NA,NA,NA,NA,NA,"533"
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","Ireland","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2465700,2470919,885142,296574,NA,NA,588568,1580558,1585777,35.822380256091,12.0025787976053,"Target population based on CSO 2020 estimates"
"IRL","Ireland","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",2511900,2515607,1047629,439322,NA,NA,608307,1464271,1467978,41.6451774859905,17.4638566357941,NA
"IRN","Iran (Islamic Republic of)","EMR","MENA","Self-financing","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",39000000,44714592,32470293,29159565,NA,15402923,3310728,6529707,12244299,72.6167712768127,65.212637968384,NA
"IRN","Iran (Islamic Republic of)","EMR","MENA","Self-financing","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",39000000,43835978,32540292,29235563,NA,15461924,3304729,6459708,11295686,74.2319288507719,66.693078000906,NA
"IRN","Iran (Islamic Republic of)","EMR","MENA","Self-financing","Developing","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISR","Israel","EUR","Dev","Self-financing","Developing","High income","High income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",4277600,4530212,3389655,3103601,0,2287671,286054,887945,1140557,74.8233195267683,68.5089571967051,NA
"ISR","Israel","EUR","Dev","Self-financing","Developing","High income","High income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",4164900,4508097,3293659,3017004,0,2200232,276655,871241,1214438,73.0609611993708,66.9241145432319,NA
"ISR","Israel","EUR","Dev","Self-financing","Developing","High income","High income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,24440,21563,0,13470,2877,NA,NA,NA,NA,NA
"JAM","Jamaica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",950806,1402379,301126,320782,0,18224,-19656,649680,1101253,21.4725120669947,22.8741303171254,"None"
"JAM","Jamaica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",980991,1424998,411145,505548,0,25792,-94403,569846,1013853,28.8523211962403,35.4771024240034,"None"
"JAM","Jamaica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,1231,1017,0,202,214,NA,NA,NA,NA,"None"
"KEN","Kenya","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,26777549,3090576,2624447,NA,NA,466129,NA,23686973,11.5416687315183,9.80092315394512,NA
"KEN","Kenya","AFR","ESARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,27249938,3333436,2674410,NA,NA,659026,NA,23916502,12.2328204930228,9.81437095379813,NA
"KGZ","Kyrgyzstan","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,3205459,204014,45482,NA,NA,158532,NA,3001445,6.36457992443516,1.4188919589987,NA
"KGZ","Kyrgyzstan","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,3322284,248170,71279,NA,NA,176891,NA,3074114,7.46986109555956,2.14548184321389,NA
"KGZ","Kyrgyzstan","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KHM","Cambodia","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,8212068,1750361,1451288,NA,NA,299073,NA,6461707,21.3144971522398,17.6726252145014,"-4444"
"KHM","Cambodia","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,8376956,1615848,1281089,NA,NA,334759,NA,6761108,19.2892024262751,15.2930133571192,NA
"LAO","Lao People's Democratic Republic","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-08",2021,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,3682483,1223689,867690,0,0,355999,NA,2458794,33.2299972600009,23.5626342334778,NA
"LAO","Lao People's Democratic Republic","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-08",2021,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAO","Lao People's Democratic Republic","WPR","EAPRO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-08",2021,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,3742575,1406026,996981,0,0,409045,NA,2336549,37.5684121226695,26.6389050319633,"The total number vaccinated is from aggregate reporting system. The reporting system doesn't disaggregate data by gender. Lao also has another system to capture individual records (CVR) but the data entry is slow. Therefore, we applied the proportion of male and female in the CVR system in to the data in the aggregate system to calculate number of Male and Female."
"LSO","Lesotho","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,1168329,533450,69666,NA,13654,463784,NA,634879,45.6592278373643,5.96287518327457,NA
"LSO","Lesotho","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,1137496,382797,41639,NA,8784,341158,NA,754699,33.6526018553032,3.66058430095578,NA
"LSO","Lesotho","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-04",2022,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,770,1975,NA,NA,-1205,NA,NA,NA,NA,"Data capturing errors is the one gives the unknown doses  so the country is on the data cleaning  process to correct that  errors"
"LTU","Lithuania","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",NA,1478913,7510366,5962818,NA,620489,1547548,NA,-6031453,507.830142814351,403.189234255159,NA
"LTU","Lithuania","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,451764,364542,NA,2820,87222,NA,NA,NA,NA,NA
"LTU","Lithuania","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",NA,1307737,6016476,4400307,NA,432971,1616169,NA,-4708739,460.067735332104,336.482564919399,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",311900,326180,296693,283977,NA,147521,12716,15207,29487,90.9598994420259,87.0614384695567,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",353400,368988,307076,295084,NA,151935,11992,46324,61912,83.2211345626416,79.9711643739092,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,2,2,NA,1,0,NA,NA,NA,NA,NA
"MCO","Monaco","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCO","Monaco","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",17130,17872,11996,11919,NA,8581,77,5134,5876,67.1217547000895,66.6909131602507,NA
"MCO","Monaco","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",18022,18596,12270,12173,NA,8873,97,5752,6326,65.9819315981932,65.4603140460314,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",7061885,14836218,681279,659903,3157,25346,21376,6380606,14154939,4.59199911999136,4.44791927430562,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",7147139,14775496,740821,717771,3225,24539,23050,6406318,14034675,5.01384860447324,4.85784707328945,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,25439,14521,282,1022,10918,NA,NA,NA,NA,"nombre inférieur àcelui du mois précedent à  la suite de régularisation de données"
"MEX","Mexico","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",77253416,65309171,45577810,36685659,NA,NA,8892151,31675606,19731361,69.7877638042596,56.1722931684434,NA
"MEX","Mexico","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",2074386,NA,2060391,145681,NA,NA,1914710,13995,NA,NA,NA,NA
"MEX","Mexico","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",67148476,62194954,40161822,31057403,NA,NA,9104419,26986654,22033132,64.5740842577036,49.9355671201236,NA
"MLI","Mali","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,11406819,673850,462947,NA,NA,210903,NA,10732969,5.9074313355897,4.05851096611597,NA
"MLI","Mali","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,11186771,494494,348557,NA,NA,145937,NA,10692277,4.42034613920317,3.1157963276445,NA
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",22436,26597,13700,12242,NA,NA,1458,8736,12897,51.5095687483551,46.0277474903185,"Utilizing the 2020 US Census International Estimate for the Northern Mariana Islands"
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",19989,22884,12199,10965,NA,NA,1234,7790,10685,53.3079881139661,47.9155742003146,"Utilizing the 2020 US Census International population estimates for the Northern Mariana Islands"
"MRT","Mauritania","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",1399244,2260590,94912,5800,NA,NA,89112,1304332,2165678,4.19854993607863,0.256570187428946,NA
"MRT","Mauritania","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",1291610,2354385,60447,3692,NA,NA,56755,1231163,2293938,2.56742206563497,0.156813775147225,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,9924861,580798,407598,NA,NA,173200,NA,9344063,5.85195097442675,4.10683837284976,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,10480456,644256,395657,NA,NA,248599,NA,9836200,6.14721344185787,3.77518878949542,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",13400860,17166530,12261388,12149172,NA,3063533,112216,1139472,4905142,71.4261298002567,70.7724391592244,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",12732360,16407343,11578805,11506578,NA,3032930,72227,1153555,4828538,70.5708718346414,70.1306604000416,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,1238563,187496,NA,NA,NA,187496,NA,1051067,15.1381883682945,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,1328449,200987,NA,NA,NA,200987,NA,1127462,15.1294479502036,NA,NA
"NGA","Nigeria","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","MALE","Male",NA,110448136,9894838,4428239,NA,NA,5466599,NA,100553298,8.95880940897002,4.00933792128461,NA
"NGA","Nigeria","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","FEMALE","Female",NA,108093075,8107982,3826440,NA,NA,4281542,NA,99985093,7.50092640069681,3.53994925206818,NA
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",3138217,3375630,2208251,1316644,NA,183743,891607,929966,1167379,65.4174480022988,39.004393254,"Datos preliminares base de datos nominal en actualización"
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",3266307,3474910,2698974,1609232,NA,224574,1089742,567333,775936,77.6703281523838,46.3100339289363,"Datos preliminares base de datos nominal en actualización"
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","UNKNOWN","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOR","Norway","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",2192842,2677461,921034,595385,NA,NA,325649,1271808,1756427,34.3995300024912,22.2369252063802,"-2222"
"NOR","Norway","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2213680,2725559,716845,410872,NA,NA,305973,1496835,2008714,26.3008432398638,15.0747791553953,"-2222"
"NZL","New Zealand","WPR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","FEMALE","Female",2478193,2614968,2175590,2097345,NA,1455848,78245,302603,439378,83.197576413937,80.2053791862845,NA
"NZL","New Zealand","WPR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","MALE","Male",2439369,2570321,2132032,2044063,NA,1289995,87969,307337,438289,82.9480831382539,79.5255923287403,NA
