"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","TARGET_GROUP","TARGET_GROUP_DESCRIPTION","NUMBER_TARGET","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_BOOSTER_DOSE","N_VACC_UNKNOWN","PARTIALLY_VACCINATED","NOT_VACCINATED","COMMENTS"
"CZE","Czechia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",180174,123101,120759,95609,0,2342,57073,NA
"DEU","Germany","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",23738453,22189756,21987465,20791678,0,202291,1548697,NA
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",23114,NA,NA,NA,NA,NA,NA,"Working on getting the data. Should be available next time around"
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",7500,NA,NA,0,0,NA,NA,"Not all data is entered on the system to date  information would be incorrect "
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_CHILRDEN","Children with co-morbidity",NA,NA,NA,0,0,NA,NA,"-2222"
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,NA,NA,0,0,NA,NA,"Not widely accepted in this group"
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",186,120,120,0,0,0,66,"-4444"
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,364,NA,NA,NA,364,NA,NA
"DMA","Dominica","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",NA,8768,NA,NA,NA,8768,NA,NA
"DNK","Denmark","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",300624,299029,297853,284818,0,1176,1595,NA
"DNK","Denmark","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1555774,1518585,1515622,1488449,0,2963,37189,NA
"DNK","Denmark","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",42048,41459,41180,41744,0,279,589,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","DISADVANTAGED","Disadvantaged sociodemographic subpopulations at higher risk of severe COVID-19",NA,140661,123970,22163,NA,16691,NA,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,342099,342067,282077,NA,32,NA,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,452974,396768,234510,NA,56206,NA,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",NA,430301,323961,122975,NA,106340,NA,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",1973054,1877360,1832470,1454871,NA,44890,95694,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,83622,63923,27519,NA,19699,NA,NA
"ECU","Ecuador","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",NA,237969,196815,NA,NA,41154,NA,NA
"ERI","Eritrea","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-01",2022,1,"01-January","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",201,NA,NA,NA,NA,NA,NA,NA
"ESP","Spain","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",2180000,2124103,1962929,1429505,0,161174,55897,NA
"ESP","Spain","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",12387927,12258900,11987868,11426142,0,271032,129027,NA
"ESP","Spain","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",450000,502073,474135,400446,0,27938,-52073,NA
"EST","Estonia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",16472,13706,12686,0,0,1020,2766,NA
"EST","Estonia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",352024,280195,277205,208383,0,2990,71829,NA
"EST","Estonia","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",12571,10844,9784,0,0,1060,1727,NA
"ETH","Ethiopia","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-01",2022,1,"01-January","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",3545530,NA,NA,NA,NA,NA,NA,NA
"ETH","Ethiopia","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,5050061,2991127,NA,NA,2058934,NA,NA
"ETH","Ethiopia","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",3721247,3151792,3128636,328133,NA,23156,569455,NA
"ETH","Ethiopia","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,320894,231166,NA,NA,89728,NA,NA
"FIN","Finland","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1590893,1544833,1537303,1446680,0,7530,46060,NA
"FJI","Fiji","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,4171,4171,NA,NA,0,NA,NA
"FJI","Fiji","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,80574,80574,NA,NA,0,NA,NA
"FRA","France","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-11",2021,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",2223286,2161084,1455188,NA,0,705896,62202,NA
"FRA","France","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-11",2021,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",626756,626763,475787,NA,0,150976,-7,NA
"FRA","France","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",17845307,16867851,16514707,15201673,0,353144,977456,NA
"FSM","Micronesia (Federated States of)","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,864,848,NA,NA,16,NA,NA
"FSM","Micronesia (Federated States of)","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,33307,33456,18844,NA,-149,NA,NA
"GAB","Gabon","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-04",2022,4,"04-April","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,NA,8474,NA,NA,NA,NA,NA
"GAB","Gabon","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,400112,214106,NA,NA,186006,NA,NA
"GAB","Gabon","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,NA,NA,14273,NA,NA,NA,NA
"GEO","Georgia","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",64051,36508,36463,11640,5,45,27543,NA
"GEO","Georgia","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",NA,406830,376551,122942,0,30279,NA,NA
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,0,0,0,NA,0,NA,NA
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,92419,30602,NA,NA,61817,NA,NA
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,351197,165165,22202,NA,186032,NA,NA
"GHA","Ghana","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,197377,73835,NA,NA,123542,NA,NA
"GIN","Guinea","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,1292383,514901,NA,NA,777482,NA,NA
"GIN","Guinea","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,27773,5162,NA,NA,22611,NA,NA
"GIN","Guinea","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,37535,9361,NA,NA,28174,NA,NA
"GMB","Gambia","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,26840,24543,NA,NA,2297,NA,NA
"GMB","Gambia","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,21539,21539,NA,NA,0,NA,NA
"GMB","Gambia","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,2787,2787,NA,NA,0,NA,NA
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,10734,6420,NA,NA,4314,NA,NA
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,357533,329423,NA,NA,28110,NA,NA
"GNB","Guinea-Bissau","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,286707,89625,NA,NA,197082,NA,NA
"GNQ","Equatorial Guinea","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,NA,5193,NA,NA,NA,NA,NA
"GNQ","Equatorial Guinea","AFR","WCARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,NA,9112,NA,NA,NA,NA,NA
"GRC","Greece","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",274955,251481,234016,NA,0,17465,23474,NA
"GRC","Greece","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",3068849,2642223,2438912,NA,0,203311,426626,NA
"GRC","Greece","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",28997,25334,22824,NA,0,2510,3663,NA
"GRD","Grenada","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",NA,2574,3838,NA,NA,-1264,NA,NA
"GRD","Grenada","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",1500,NA,NA,NA,NA,NA,NA,"Still in the process of aggregating the data. "
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",NA,32794,21,NA,NA,32773,NA,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,391,365,NA,NA,26,NA,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,102884,92578,548751,NA,10306,NA,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","DISADVANTAGED","Disadvantaged sociodemographic subpopulations at higher risk of severe COVID-19",NA,394,369,155,NA,25,NA,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",200000,288617,266443,182268,NA,22174,-88617,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",1317437,890800,813380,571815,NA,77420,426637,NA
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,51049,33982,10310,NA,17067,NA,"-4444"
"GTM","Guatemala","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",NA,624511,567827,335846,NA,56684,NA,"-4444"
"GUM","Guam","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,4851,4851,NA,NA,0,NA,NA
"GUM","Guam","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,49575,46666,33959,NA,2909,NA,NA
"GUY","Guyana","AMR","LACRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",512983,446152,345958,21820,NA,100194,66831,NA
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",78000,17500,13700,700,0,3800,60500,NA
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,94400,94300,79500,NA,100,NA,NA
"HKG","China, Hong Kong SAR","WPR","Dev",NA,"Developing","High income","High income","ex-reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,1779500,1759700,1639400,NA,19800,NA,NA
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",450000,437915,103242,NA,NA,334673,12085,NA
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",20166,21080,16521,418,NA,4559,-914,"Privados de libertad"
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",450000,156183,117005,22725,NA,39178,293817,"-4444"
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",97351,5719,4390,43573,NA,1329,91632,"-4444"
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",3500,286,208,2203,NA,78,3214,"-4444"
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",798400,566054,516162,414213,NA,49892,232346,NA
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",150102,87291,63523,4391,NA,23768,62811,"-4444"
"HND","Honduras","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",749282,88962,63647,39232,NA,25315,660320,NA
"HRV","Croatia","EUR","CEE-CIS","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",75466,60145,58551,32148,49,1594,15321,NA
"HRV","Croatia","EUR","CEE-CIS","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1149355,910025,894167,582559,1116,15858,239330,NA
"HRV","Croatia","EUR","CEE-CIS","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,0,0,0,0,0,NA,NA
"HUN","Hungary","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",172621,236290,211269,78901,0,25021,-63669,NA
"HUN","Hungary","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",2593613,2154370,2120107,1743656,0,34263,439243,NA
"HUN","Hungary","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",97994,74327,72047,42401,0,2280,23667,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,35898,32954,15100,NA,2944,NA,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",17327167,18481960,16757970,9076109,NA,1723990,-1154793,NA
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",1468764,2053873,2000794,1780976,NA,53079,-585109,"SEAR PG spreadsheet data as at 9-Nov-2022"
"IDN","Indonesia","SEAR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",21553118,18441635,14937245,6883068,NA,3504390,3111483,"SEAR PG spreadsheet data as at 9-Nov-2022"
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-09",2021,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,1744561,NA,NA,NA,1744561,NA,NA
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-02",2022,2,"02-February","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","CO_MORBIDITY","People with co- morbidity",209316946,202636161,184090591,NA,NA,18545570,6680785,"Data taken from SEAR consolidated spreadsheet. March data is a proxi as data as at 22 march 2022. This only includes adults from 45 to 60 years"
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",10493589,10415420,10120708,7075162,NA,294712,78169,"SEAR PG spreadsheet data as at 9-Nov-2022"
"IND","India","SEAR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",138060681,127681810,123223322,48385500,NA,4458488,10378871,"SEAR PG spreadsheet data as at 9-Nov-2022"
"IRL","Ireland","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",250000,301127,299562,262696,5296,1565,-51127,NA
"IRL","Ireland","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",973555,1052663,1047443,1006328,59594,5220,-79108,NA
